record_id,Year,Leading Cause,Sex,Race Ethnicity,Deaths,Death Rate,Age Adjusted Death Rate
478,2018,Diabetes Mellitus (E10-E14),F,Non-Hispanic White,180,13.061,7.485
479,2018,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",F,Asian and Pacific Islander,28,4.311,4.323
480,2018,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",F,Asian and Pacific Islander,33,5.081,4.715
481,2018,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Non-Hispanic Black,2552,252.426,181.358
482,2018,All Other Causes,F,Non-Hispanic White,2354,170.805,98.051
483,2018,Influenza (Flu) and Pneumonia (J09-J18),F,Non-Hispanic White,391,28.371,13.778
484,2018,Chronic Lower Respiratory Diseases (J40-J47),M,Non-Hispanic White,364,27.658,20.577
485,2018,Chronic Lower Respiratory Diseases (J40-J47),M,Not Stated/Unknown,22,27.542,47.183
486,2018,Influenza (Flu) and Pneumonia (J09-J18),F,Non-Hispanic Black,276,27.3,19.885
487,2018,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Not Stated/Unknown,145,162.529,226.995
488,2018,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Hispanic,107,8.459,8.153
489,2018,Chronic Lower Respiratory Diseases (J40-J47),F,Other Race/ Ethnicity,3,,
490,2018,Alzheimer's Disease (G30),F,Non-Hispanic White,369,26.774,11.344
491,2018,"Essential Hypertension and Renal Diseases (I10, I12)",M,Not Stated/Unknown,13,16.275,29.377
492,2018,Chronic Lower Respiratory Diseases (J40-J47),M,Hispanic,146,12.325,16.311
493,2018,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",F,Other Race/ Ethnicity,3,,
494,2018,All Other Causes,F,Non-Hispanic Black,1541,152.425,119.799
495,2018,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",M,Not Stated/Unknown,13,16.275,26.13
496,2018,Cerebrovascular Disease (Stroke: I60-I69),M,Non-Hispanic Black,217,25.892,26.658
497,2018,Chronic Lower Respiratory Diseases (J40-J47),F,Non-Hispanic Black,257,25.421,19.319
498,2018,"Essential Hypertension and Renal Diseases (I10, I12)",F,Non-Hispanic Black,244,24.135,17.373
499,2018,"Essential Hypertension and Renal Diseases (I10, I12)",M,Hispanic,110,9.286,12.626
500,2018,All Other Causes,M,Not Stated/Unknown,105,131.452,213.777
501,2018,Diabetes Mellitus (E10-E14),M,Non-Hispanic White,307,23.327,18.13
502,2018,Influenza (Flu) and Pneumonia (J09-J18),F,Asian and Pacific Islander,79,12.163,10.757
503,2018,Peptic Ulcer (K25-K28),F,Other Race/ Ethnicity,2,,
504,2018,Influenza (Flu) and Pneumonia (J09-J18),M,Hispanic,193,16.293,22.46
505,2018,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Non-Hispanic Black,80,7.913,5.807
506,2018,Chronic Lower Respiratory Diseases (J40-J47),F,Hispanic,211,16.681,15.561
507,2018,Diabetes Mellitus (E10-E14),M,Asian and Pacific Islander,99,16.855,16.778
508,2018,Certain Conditions originating in the Perinatal Period (P00-P96),M,Not Stated/Unknown,18,22.535,16.87
509,2018,Mental and Behavioral Disorders due to Use of Alcohol (F10),F,Other Race/ Ethnicity,2,,
510,2018,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",M,Hispanic,200,16.884,18.663
511,2018,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Hispanic,1480,124.942,168.275
512,2018,Cerebrovascular Disease (Stroke: I60-I69),M,Non-Hispanic White,296,22.491,16.712
513,2018,"Essential Hypertension and Renal Diseases (I10, I12)",F,Hispanic,152,12.017,11.109
514,2018,Cerebrovascular Disease (Stroke: I60-I69),M,Not Stated/Unknown,17,21.283,34.048
515,2018,Malignant Neoplasms (Cancer: C00-C97),M,Other Race/ Ethnicity,36,,
516,2018,Certain Conditions originating in the Perinatal Period (P00-P96),F,Other Race/ Ethnicity,2,,
517,2018,Malignant Neoplasms (Cancer: C00-C97),M,Non-Hispanic White,2834,215.337,167.441
518,2018,"Essential Hypertension and Renal Diseases (I10, I12)",M,Non-Hispanic Black,176,21,21.851
519,2018,Cerebrovascular Disease (Stroke: I60-I69),M,Asian and Pacific Islander,102,17.365,17.355
520,2018,Chronic Lower Respiratory Diseases (J40-J47),M,Non-Hispanic Black,173,20.642,21.044
521,2018,Cerebrovascular Disease (Stroke: I60-I69),F,Not Stated/Unknown,7,7.846,11.144
522,2018,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Other Race/ Ethnicity,13,,
523,2018,Influenza (Flu) and Pneumonia (J09-J18),M,Not Stated/Unknown,16,20.031,32.541
524,2018,Diabetes Mellitus (E10-E14),M,Hispanic,236,19.923,25.537
525,2018,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",M,Not Stated/Unknown,14,17.527,23.942
526,2018,Malignant Neoplasms (Cancer: C00-C97),M,Asian and Pacific Islander,711,121.047,116.072
527,2018,Influenza (Flu) and Pneumonia (J09-J18),M,Asian and Pacific Islander,117,19.919,20.647
528,2018,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Non-Hispanic White,4248,308.233,150.307
529,2018,Malignant Neoplasms (Cancer: C00-C97),M,Not Stated/Unknown,96,120.185,198.075
530,2018,Cerebrovascular Disease (Stroke: I60-I69),F,Asian and Pacific Islander,114,17.552,15.469
531,2018,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Asian and Pacific Islander,700,119.174,120.436
532,2018,Malignant Neoplasms (Cancer: C00-C97),F,Non-Hispanic White,2949,213.978,138.754
533,2018,Alzheimer's Disease (G30),F,Other Race/ Ethnicity,2,,
534,2018,Influenza (Flu) and Pneumonia (J09-J18),M,Other Race/ Ethnicity,11,,
535,2018,Cerebrovascular Disease (Stroke: I60-I69),F,Hispanic,244,19.29,17.886
536,2018,Cerebrovascular Disease (Stroke: I60-I69),M,Other Race/ Ethnicity,9,,
537,2018,Alzheimer's Disease (G30),F,Hispanic,243,19.211,17.122
538,2018,All Other Causes,F,Other Race/ Ethnicity,35,,
539,2018,Diabetes Mellitus (E10-E14),F,Hispanic,236,18.658,17.558
540,2018,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Hispanic,1493,118.033,109.083
541,2018,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",M,Non-Hispanic White,244,18.54,14.777
542,2018,"Essential Hypertension and Renal Diseases (I10, I12)",F,Non-Hispanic White,253,18.358,8.893
543,2018,"Assault (Homicide: U01-U02, Y87.1, X85-Y09)",M,Non-Hispanic Black,152,18.136,18.171
544,2018,Influenza (Flu) and Pneumonia (J09-J18),F,Hispanic,225,17.788,16.463
545,2018,All Other Causes,M,Hispanic,1305,110.169,138.078
546,2018,Malignant Neoplasms (Cancer: C00-C97),M,Hispanic,1230,103.837,132.164
547,2018,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Asian and Pacific Islander,610,93.919,81.719
548,2018,Diabetes Mellitus (E10-E14),F,Asian and Pacific Islander,85,13.087,11.467
549,2018,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",M,Other Race/ Ethnicity,8,,
550,2018,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",M,Hispanic,157,13.254,14.936
551,2018,"Assault (Homicide: U01-U02, Y87.1, X85-Y09)",M,Other Race/ Ethnicity,7,,
552,2018,All Other Causes,F,Hispanic,1182,93.446,87.445
553,2018,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",M,Asian and Pacific Islander,46,7.831,7.481
554,2018,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Not Stated/Unknown,169,211.575,393.764
555,2018,Malignant Neoplasms (Cancer: C00-C97),F,Hispanic,1157,91.47,86.722
556,2018,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Non-Hispanic White,120,8.707,8.385
557,2018,Malignant Neoplasms (Cancer: C00-C97),F,Asian and Pacific Islander,590,90.84,79.168
558,2018,All Other Causes,F,Not Stated/Unknown,68,76.22,100.491
559,2018,Chronic Lower Respiratory Diseases (J40-J47),M,Asian and Pacific Islander,78,13.279,13.916
560,2018,"Essential Hypertension and Renal Diseases (I10, I12)",M,Non-Hispanic White,177,13.449,9.853
561,2018,Diabetes Mellitus (E10-E14),F,Not Stated/Unknown,12,13.451,18.98
562,2018,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",M,Asian and Pacific Islander,84,14.301,14.166
563,2018,All Other Causes,M,Asian and Pacific Islander,437,74.399,75.313
564,2018,Cerebrovascular Disease (Stroke: I60-I69),M,Hispanic,171,14.436,18.949
565,2018,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Other Race/ Ethnicity,82,,
566,2018,Influenza (Flu) and Pneumonia (J09-J18),F,Not Stated/Unknown,11,12.33,17.636
567,2018,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",M,Other Race/ Ethnicity,6,,
568,2018,Malignant Neoplasms (Cancer: C00-C97),F,Not Stated/Unknown,59,66.132,89.397
569,2018,All Other Causes,F,Asian and Pacific Islander,428,65.897,60.058
570,2018,Malignant Neoplasms (Cancer: C00-C97),F,Non-Hispanic Black,1858,183.781,140.841
571,2018,Diabetes Mellitus (E10-E14),M,Non-Hispanic Black,357,42.597,43.077
572,2018,All Other Causes,M,Non-Hispanic Black,1538,183.513,189.514
573,2018,Certain Conditions originating in the Perinatal Period (P00-P96),F,Not Stated/Unknown,13,14.572,12.053
574,2018,Diabetes Mellitus (E10-E14),F,Non-Hispanic Black,407,40.258,29.887
575,2018,Alzheimer's Disease (G30),F,Not Stated/Unknown,6,6.725,9.553
576,2018,Chronic Lower Respiratory Diseases (J40-J47),F,Not Stated/Unknown,6,6.725,9.138
577,2018,"Essential Hypertension and Renal Diseases (I10, I12)",M,Other Race/ Ethnicity,6,,
578,2018,"Essential Hypertension and Renal Diseases (I10, I12)",F,Asian and Pacific Islander,66,10.162,8.887
579,2018,Diabetes Mellitus (E10-E14),M,Other Race/ Ethnicity,6,,
580,2018,"Essential Hypertension and Renal Diseases (I10, I12)",F,Not Stated/Unknown,10,11.209,15.88
581,2018,All Other Causes,M,Other Race/ Ethnicity,55,,
582,2018,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Other Race/ Ethnicity,55,,
583,2018,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Non-Hispanic White,3959,300.818,223.358
584,2018,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",M,Non-Hispanic Black,129,15.392,15.436
585,2018,Malignant Neoplasms (Cancer: C00-C97),F,Other Race/ Ethnicity,32,,
586,2018,"Essential Hypertension and Renal Diseases (I10, I12)",M,Asian and Pacific Islander,57,9.704,10.106
587,2017,Cerebrovascular Disease (Stroke: I60-I69),Male,Non-Hispanic White,266,19.80367559,14.88148486
588,2017,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Non-Hispanic Black,77,7.395874255,6.5007516
589,2017,All Other Causes,Female,Non-Hispanic Black,1438,138.120353,112.6678171
590,2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Non-Hispanic White,4279,303.9127254,147.830847
591,2017,Malignant Neoplasms (Cancer: C00-C97),Female,Non-Hispanic White,2983,211.8653096,138.5518594
592,2017,Chronic Lower Respiratory Diseases (J40-J47),Female,Non-Hispanic White,502,35.65416877,19.59631066
593,2017,Influenza (Flu) and Pneumonia (J09-J18),Female,Non-Hispanic White,418,29.68813256,14.83712019
594,2017,Cerebrovascular Disease (Stroke: I60-I69),Female,Non-Hispanic White,404,28.69379319,14.22720739
595,2017,Alzheimer's Disease (G30),Female,Non-Hispanic White,378,26.84716294,11.63305384
596,2017,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Non-Hispanic White,231,16.40659957,7.87079199
597,2017,Diabetes Mellitus (E10-E14),Female,Non-Hispanic White,192,13.63665419,8.1484191
598,2017,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Non-Hispanic White,164,11.64797545,6.803385457
599,2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Non-Hispanic White,119,8.451884628,8.170656665
600,2017,All Other Causes,Female,Non-Hispanic White,2349,166.8359411,96.33488708
601,2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Not Stated/Unknown,142,,
602,2017,Malignant Neoplasms (Cancer: C00-C97),Female,Not Stated/Unknown,80,,
603,2017,Influenza (Flu) and Pneumonia (J09-J18),Female,Not Stated/Unknown,15,,
604,2017,Diabetes Mellitus (E10-E14),Female,Not Stated/Unknown,12,,
605,2017,Chronic Lower Respiratory Diseases (J40-J47),Female,Not Stated/Unknown,11,,
606,2017,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Not Stated/Unknown,11,,
607,2017,Cerebrovascular Disease (Stroke: I60-I69),Female,Not Stated/Unknown,10,,
608,2017,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Not Stated/Unknown,9,,
609,2017,Alzheimer's Disease (G30),Female,Not Stated/Unknown,6,,
610,2017,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Female,Not Stated/Unknown,5,,
611,2017,All Other Causes,Female,Not Stated/Unknown,99,,
612,2017,Malignant Neoplasms (Cancer: C00-C97),Female,Other Race/ Ethnicity,16,,
613,2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Other Race/ Ethnicity,13,,
614,2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Other Race/ Ethnicity,3,,
615,2017,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Female,Other Race/ Ethnicity,2,,
616,2017,Cerebrovascular Disease (Stroke: I60-I69),Female,Other Race/ Ethnicity,2,,
617,2017,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",Female,Other Race/ Ethnicity,2,,
618,2017,Alzheimer's Disease (G30),Female,Other Race/ Ethnicity,2,,
619,2017,Chronic Lower Respiratory Diseases (J40-J47),Female,Other Race/ Ethnicity,1,,
620,2017,Diabetes Mellitus (E10-E14),Female,Other Race/ Ethnicity,1,,
621,2017,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Other Race/ Ethnicity,1,,
622,2017,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Other Race/ Ethnicity,1,,
623,2017,Anemias (D50-D64),Female,Other Race/ Ethnicity,1,,
624,2017,Septicemia (A40-A41),Female,Other Race/ Ethnicity,1,,
625,2017,"Pregnancy, Childbirth and the Puerperium (O00-O09)",Female,Other Race/ Ethnicity,1,,
626,2017,All Other Causes,Female,Other Race/ Ethnicity,9,,
627,2017,Malignant Neoplasms (Cancer: C00-C97),Male,Asian and Pacific Islander,770,126.3658176,126.1026052
628,2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Asian and Pacific Islander,684,112.2522327,120.8258868
629,2017,Cerebrovascular Disease (Stroke: I60-I69),Male,Asian and Pacific Islander,97,15.91881078,17.03312447
630,2017,Influenza (Flu) and Pneumonia (J09-J18),Male,Asian and Pacific Islander,93,15.26236498,17.19356222
631,2017,Diabetes Mellitus (E10-E14),Male,Asian and Pacific Islander,93,15.26236498,15.52791828
632,2017,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Asian and Pacific Islander,77,12.63658176,13.00239592
633,2017,Chronic Lower Respiratory Diseases (J40-J47),Male,Asian and Pacific Islander,76,12.4724703,14.02388248
634,2017,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Asian and Pacific Islander,46,7.549126763,8.151400495
635,2017,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",Male,Asian and Pacific Islander,38,6.236235152,5.897274644
636,2017,Alzheimer's Disease (G30),Male,Asian and Pacific Islander,29,4.75923209,5.727588815
637,2017,All Other Causes,Male,Asian and Pacific Islander,493,80.90694553,86.27791648
638,2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Hispanic,1427,116.8997562,163.5081075
639,2017,Malignant Neoplasms (Cancer: C00-C97),Male,Hispanic,1192,97.64857001,130.0964331
640,2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Hispanic,394,32.27645686,32.19910605
641,2017,Diabetes Mellitus (E10-E14),Male,Hispanic,235,19.2511862,25.71802372
642,2017,Cerebrovascular Disease (Stroke: I60-I69),Male,Hispanic,191,15.64670878,20.75817127
643,2017,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Hispanic,190,15.56478884,17.5606497
644,2017,Influenza (Flu) and Pneumonia (J09-J18),Male,Hispanic,183,14.99134925,21.36762608
645,2017,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Male,Hispanic,158,12.94335072,14.49100393
646,2017,Chronic Lower Respiratory Diseases (J40-J47),Male,Hispanic,140,11.46879178,16.08616952
647,2017,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Hispanic,124,10.15807272,14.73859073
648,2017,All Other Causes,Male,Hispanic,1275,104.4479251,134.3808504
649,2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Non-Hispanic Black,2143,248.9391336,265.0627457
650,2017,Malignant Neoplasms (Cancer: C00-C97),Male,Non-Hispanic Black,1508,175.175088,181.0742183
651,2017,Diabetes Mellitus (E10-E14),Male,Non-Hispanic Black,347,40.30885645,41.42455738
652,2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Non-Hispanic Black,309,35.89463009,33.14996692
653,2017,Cerebrovascular Disease (Stroke: I60-I69),Male,Non-Hispanic Black,242,28.11165205,29.72449098
654,2017,Influenza (Flu) and Pneumonia (J09-J18),Male,Non-Hispanic Black,229,26.60152198,29.47499299
655,2017,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Non-Hispanic Black,186,21.60647637,23.51131496
656,2017,Chronic Lower Respiratory Diseases (J40-J47),Male,Non-Hispanic Black,165,19.16703549,20.1329842
657,2017,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Non-Hispanic Black,138,16.0306115,16.20741687
658,2017,"Assault (Homicide: U01-U02, Y87.1, X85-Y09)",Male,Non-Hispanic Black,133,15.44979224,15.64836771
659,2017,All Other Causes,Male,Non-Hispanic Black,1413,164.1395221,170.9339179
660,2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Non-Hispanic White,4082,303.9045254,227.6290645
661,2017,Malignant Neoplasms (Cancer: C00-C97),Male,Non-Hispanic White,3017,224.6153732,176.0842435
662,2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Non-Hispanic White,451,33.57690862,30.9764218
663,2017,Influenza (Flu) and Pneumonia (J09-J18),Male,Non-Hispanic White,409,30.45001247,22.39997988
664,2017,Chronic Lower Respiratory Diseases (J40-J47),Male,Non-Hispanic White,374,27.84426568,20.87486657
665,2017,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Non-Hispanic White,290,21.59047339,18.0514756
666,2017,Diabetes Mellitus (E10-E14),Male,Non-Hispanic White,238,17.71907816,13.95170168
667,2017,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",Male,Non-Hispanic White,194,14.4432822,12.95228637
668,2017,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Non-Hispanic White,172,12.80538422,9.466142728
669,2017,All Other Causes,Male,Non-Hispanic White,2167,161.3329512,127.5532876
670,2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Not Stated/Unknown,193,,
671,2017,Malignant Neoplasms (Cancer: C00-C97),Male,Not Stated/Unknown,120,,
672,2017,Diabetes Mellitus (E10-E14),Male,Not Stated/Unknown,29,,
673,2017,Chronic Lower Respiratory Diseases (J40-J47),Male,Not Stated/Unknown,23,,
674,2017,Cerebrovascular Disease (Stroke: I60-I69),Male,Not Stated/Unknown,20,,
675,2017,Influenza (Flu) and Pneumonia (J09-J18),Male,Not Stated/Unknown,19,,
676,2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Not Stated/Unknown,17,,
677,2017,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Not Stated/Unknown,16,,
678,2017,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Male,Not Stated/Unknown,14,,
679,2017,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Not Stated/Unknown,13,,
680,2017,All Other Causes,Male,Not Stated/Unknown,137,,
681,2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Other Race/ Ethnicity,21,,
682,2017,Malignant Neoplasms (Cancer: C00-C97),Male,Other Race/ Ethnicity,15,,
683,2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Other Race/ Ethnicity,5,,
684,2017,Cerebrovascular Disease (Stroke: I60-I69),Male,Other Race/ Ethnicity,4,,
685,2017,Diabetes Mellitus (E10-E14),Male,Other Race/ Ethnicity,3,,
686,2017,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Other Race/ Ethnicity,3,,
687,2017,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Male,Other Race/ Ethnicity,2,,
688,2017,Aortic Aneurysm and Dissection (I71),Male,Other Race/ Ethnicity,2,,
689,2017,Alzheimer's Disease (G30),Male,Other Race/ Ethnicity,2,,
690,2017,Septicemia (A40-A41),Male,Other Race/ Ethnicity,2,,
691,2017,All Other Causes,Male,Other Race/ Ethnicity,16,,
692,2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Non-Hispanic Black,118,11.33393717,9.911482893
693,2017,Alzheimer's Disease (G30),Female,Non-Hispanic Black,159,15.27200009,10.42353363
694,2017,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Non-Hispanic Black,238,22.85997497,16.75836686
695,2017,Chronic Lower Respiratory Diseases (J40-J47),Female,Non-Hispanic Black,251,24.10862906,18.59385437
696,2017,Influenza (Flu) and Pneumonia (J09-J18),Female,Non-Hispanic Black,277,26.60593725,19.9860311
697,2017,Cerebrovascular Disease (Stroke: I60-I69),Female,Non-Hispanic Black,326,31.31240269,23.37422711
698,2017,Diabetes Mellitus (E10-E14),Female,Non-Hispanic Black,389,37.36357253,28.69050724
699,2017,Malignant Neoplasms (Cancer: C00-C97),Female,Non-Hispanic Black,1775,170.4893091,134.1835172
700,2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Non-Hispanic Black,2486,238.7810831,177.1404332
701,2017,All Other Causes,Female,Hispanic,1157,89.22477781,86.29230224
702,2017,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Female,Hispanic,83,6.400740327,6.198230018
703,2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Hispanic,86,6.632092387,6.434677656
704,2017,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Hispanic,131,10.10237329,9.723480285
705,2017,Chronic Lower Respiratory Diseases (J40-J47),Female,Hispanic,183,14.11247566,13.64133857
706,2017,Alzheimer's Disease (G30),Female,Hispanic,187,14.42094507,13.51501134
707,2017,Diabetes Mellitus (E10-E14),Female,Hispanic,190,14.65229713,14.24277952
708,2017,Influenza (Flu) and Pneumonia (J09-J18),Female,Hispanic,222,17.12005244,16.40073827
709,2017,Cerebrovascular Disease (Stroke: I60-I69),Female,Hispanic,247,19.04798627,18.32890793
710,2017,Malignant Neoplasms (Cancer: C00-C97),Female,Hispanic,1205,92.92641077,90.60874652
711,2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Hispanic,1437,110.8176367,106.2815974
712,2017,All Other Causes,Female,Asian and Pacific Islander,366,54.2530862,52.64725741
713,2017,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",Female,Asian and Pacific Islander,24,3.557579423,3.369561421
714,2017,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Asian and Pacific Islander,36,5.336369134,5.135702802
715,2017,Chronic Lower Respiratory Diseases (J40-J47),Female,Asian and Pacific Islander,38,5.632834086,5.28311676
716,2017,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Asian and Pacific Islander,60,8.893948557,8.273324365
717,2017,Alzheimer's Disease (G30),Female,Asian and Pacific Islander,69,10.22804084,9.392883983
718,2017,Diabetes Mellitus (E10-E14),Female,Asian and Pacific Islander,73,10.82097075,9.943976124
719,2017,Influenza (Flu) and Pneumonia (J09-J18),Female,Asian and Pacific Islander,78,11.56213313,10.77197111
720,2017,Cerebrovascular Disease (Stroke: I60-I69),Female,Asian and Pacific Islander,92,13.63738779,12.57924223
721,2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Asian and Pacific Islander,583,86.41953348,80.49134035
722,2017,Malignant Neoplasms (Cancer: C00-C97),Female,Asian and Pacific Islander,609,90.27357786,82.30850182
723,2016,Diabetes Mellitus (E10-E14),Male,Hispanic,217,17.96686314,25.75616003
724,2016,Influenza (Flu) and Pneumonia (J09-J18),Male,Hispanic,191,15.81415143,24.90027602
725,2016,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Hispanic,177,14.65499897,16.44043314
726,2016,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",Female,Not Stated/Unknown,7,,
727,2016,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Non-Hispanic White,156,11.13464932,7.233652029
728,2016,Cerebrovascular Disease (Stroke: I60-I69),Male,Hispanic,170,14.07542274,19.74241396
729,2016,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Male,Hispanic,146,12.08830423,13.88284218
730,2016,Chronic Lower Respiratory Diseases (J40-J47),Male,Hispanic,146,12.08830423,18.43554247
731,2016,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Hispanic,99,8.19686383,13.14920356
732,2016,All Other Causes,Male,Hispanic,1233,102.0882132,135.7393671
733,2016,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Non-Hispanic White,138,9.849882087,9.375124053
734,2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Non-Hispanic Black,2106,244.9495155,271.1314782
735,2016,Viral Hepatitis (B15-B19),Female,Not Stated/Unknown,7,,
736,2016,Malignant Neoplasms (Cancer: C00-C97),Male,Non-Hispanic Black,1611,187.3759114,199.6463403
737,2016,Cerebrovascular Disease (Stroke: I60-I69),Female,Non-Hispanic White,404,28.83588669,15.15839983
738,2016,Alzheimer's Disease (G30),Female,Non-Hispanic White,361,25.76672053,11.75716207
739,2016,Chronic Lower Respiratory Diseases (J40-J47),Female,Asian and Pacific Islander,39,5.966860972,6.110399071
740,2016,Influenza (Flu) and Pneumonia (J09-J18),Female,Non-Hispanic White,450,32.11918072,17.14918671
